in_channels,out_channels,kernel_size,stride,groups,hw
3870,3840,3,2,30,7
40,30,3,1,10,7
65,47,1,1,1,14
163,230,1,2,1,56
3840,3840,3,2,40,7
89,250,1,1,1,14
153,180,3,2,3,28
14,21,1,1,1,7
1686,391,1,1,1,14
209,281,1,2,1,112
2930,1123,1,1,1,7
2464,2464,3,2,32,7
1638,1625,3,2,13,14
193,202,1,1,1,7
177,381,1,1,1,56
595,585,3,2,5,56
3937,3660,1,1,1,14
160,148,3,2,2,112
142,144,1,1,1,14
665,630,3,1,35,14
1229,1322,1,1,1,56
95,80,1,1,1,112
231,982,1,1,1,56
151,82,1,1,1,112
525,515,3,1,5,56
2456,2289,1,1,1,7
1519,336,1,1,1,56
6,9,1,2,1,112
580,1415,1,1,5,14
2132,2091,3,2,41,14
8,11,3,1,1,112
3604,3434,3,2,17,14
933,795,1,1,1,7
2561,2356,1,1,1,28
3724,957,1,1,1,7
1280,1344,3,1,32,7
2444,2304,1,1,1,7
622,182,1,1,1,56
3425,3425,3,2,25,7
2478,2436,3,1,42,7
462,462,3,1,11,14
276,264,3,2,6,28
15,38,1,2,1,112
108,159,1,2,1,112
3219,3219,3,2,37,7
662,3318,1,1,1,7
930,961,3,2,31,7
98,258,1,1,1,14
761,681,1,1,1,14
161,277,1,2,1,56
55,69,1,1,1,28
1981,401,1,1,1,7
28,38,1,1,1,28
154,697,1,1,1,56
3854,3854,3,1,41,7
897,857,1,1,1,56
225,773,1,1,1,7
2140,2090,3,2,10,28
248,248,3,1,31,7
3360,3376,3,2,8,112
895,835,1,1,1,28
29,23,1,1,1,56
3334,3280,1,1,1,7
790,732,3,2,2,56
2304,2049,1,1,1,56
684,693,1,1,1,14
530,524,1,2,1,56
634,3172,1,1,1,28
142,389,1,1,1,14
2145,2106,3,1,39,14
1782,1782,3,2,33,14
1994,434,1,1,1,14
1177,318,1,1,1,56
2485,2485,3,1,35,14
3964,3964,1,1,1,14
1239,1218,3,1,21,14
404,131,1,1,1,28
242,932,1,1,1,7
171,230,1,1,1,7
1696,662,1,1,2,14
234,841,1,1,1,7
2122,2585,1,1,1,14
138,138,3,1,23,7
3776,3796,1,1,1,14
27,68,1,1,1,14
240,240,3,1,30,7
595,585,3,1,5,56
332,288,3,1,2,112
288,1764,1,1,1,28
2280,2240,3,1,40,14
41,106,1,2,1,112
120,140,3,2,4,14
1022,1008,3,1,7,28
72,69,3,2,3,56
1212,637,1,1,1,14
2286,2268,3,1,9,28
80,76,3,1,4,28
836,1656,1,1,1,14
2560,2536,3,2,8,56
2945,2902,1,1,1,14
3886,3898,1,1,1,7
785,770,3,2,5,56
235,250,1,1,1,56
315,308,3,2,7,28
419,2215,1,1,1,14
586,178,1,1,1,28
1585,368,1,1,1,14
1326,1326,3,2,34,7
650,650,3,2,25,14
3887,3874,3,2,13,28
82,157,1,2,1,112
3584,3542,3,2,14,28
1440,1422,3,1,9,28
287,280,3,1,7,28
356,388,1,1,1,28
3260,689,1,1,1,7
58,56,1,1,1,112
225,138,1,1,1,14
2414,2264,1,1,1,14
920,910,3,2,10,14
1265,1254,3,2,11,14
648,612,3,1,36,14
486,492,1,1,1,28
404,155,1,1,1,56
236,276,1,1,2,28
63,137,1,1,1,28
319,319,3,2,29,14
3690,982,1,1,1,14
93,96,3,2,3,56
180,85,1,1,1,56
1850,1850,3,2,25,14
1696,3686,1,1,1,28
1797,392,1,1,1,28
15,19,3,2,1,112
1944,1944,3,2,36,14
223,341,1,1,1,28
2698,2698,3,2,38,14
217,238,3,1,7,14
348,336,3,1,6,28
108,99,3,1,9,14
217,186,3,1,31,7
3024,2982,3,2,42,7
148,75,1,1,1,28
43,84,1,2,1,112
532,532,3,1,19,14
252,240,3,2,4,112
53,43,1,1,1,28
78,53,1,1,1,112
976,976,3,2,16,14
22,21,3,1,1,112
3408,3384,3,1,24,7
240,240,3,1,40,7
798,2841,1,1,3,7
321,1267,1,1,1,7
2754,2737,3,1,17,14
979,839,1,1,1,28
361,361,3,1,19,14
960,960,3,1,10,14
2784,2490,1,1,1,56
494,170,1,1,1,56
2069,1995,1,1,1,7
532,532,3,2,38,14
105,115,3,2,5,14
249,363,1,1,1,112
1196,1183,3,1,13,14
3780,3780,3,1,42,14
360,350,3,2,5,56
913,902,3,1,11,14
600,600,3,1,8,28
3312,3149,1,1,1,14
132,132,3,1,3,56
224,308,1,2,2,112
1028,296,1,1,1,14
1230,327,1,1,1,28
2640,2352,3,1,24,14
1080,1071,3,2,9,28
9,17,1,1,1,7
1564,1564,3,2,17,14
544,560,3,1,8,14
1218,1190,3,2,14,14
2907,646,1,1,1,56
1605,720,3,1,3,28
1330,1330,3,2,35,14
888,851,3,1,37,14
2225,2225,3,1,25,7
1750,1715,3,1,35,14
2,2,1,1,1,112
89,177,1,1,1,28
612,149,1,1,1,7
1435,1350,1,1,1,7
590,654,1,1,1,112
2291,2233,3,2,29,7
218,810,1,1,1,7
3180,3150,3,2,30,7
2052,2052,3,1,38,14
3725,3677,1,1,1,7
540,478,1,1,1,28
3135,3116,3,1,19,14
255,187,1,2,1,56
284,1199,1,1,1,14
37,33,1,1,1,14
3649,3608,3,1,41,7
999,999,3,2,9,28
3280,3362,3,2,41,7
3420,691,1,1,1,14
2868,662,1,1,1,14
470,460,3,1,10,14
1325,1325,3,2,25,14
123,47,1,1,1,7
37,32,1,1,1,56
119,184,1,2,1,112
282,318,1,1,3,14
53,118,1,2,1,112
595,585,3,2,5,56
80,68,3,1,2,112
384,384,3,2,24,14
594,133,1,1,1,7
2599,2533,1,1,1,7
1364,1349,1,1,1,56
1176,1176,3,1,12,14
1215,1458,3,1,27,14
558,527,3,1,31,14
2709,651,1,1,1,14
122,76,1,1,1,112
38,66,1,1,1,112
1652,1612,1,1,4,14
293,644,1,1,1,14
232,223,1,1,1,112
344,360,1,1,2,56
46,48,3,1,2,56
29,39,1,1,1,28
49,34,1,1,1,7
784,1008,3,1,28,7
672,672,3,1,16,14
2205,2170,3,2,35,14
3094,3038,3,2,7,112
11,53,1,1,1,56
2289,1981,1,1,1,28
360,360,3,1,36,7
172,263,1,2,1,112
91,227,1,1,1,14
1783,1824,1,1,1,7
3888,3888,3,1,18,14
553,158,1,1,1,14
300,392,1,2,2,56
3120,3094,3,2,26,7
121,69,1,1,1,56
69,35,1,1,1,56
138,156,3,2,6,14
771,3189,1,1,1,7
1369,1332,3,1,37,14
2469,535,1,1,1,7
986,3483,1,1,1,14
1407,1372,3,1,7,56
342,336,3,1,6,28
340,1405,1,1,1,14
2543,2232,1,1,1,7
87,117,3,2,3,28
2932,2615,1,1,1,7
3,5,1,1,1,112
1056,954,1,1,1,56
156,62,1,1,1,7
1903,1725,1,1,1,14
22,49,1,1,1,28
113,57,1,1,1,112
520,520,3,2,40,14
434,441,3,1,7,28
2667,600,1,1,1,14
32,124,1,2,1,56
120,108,3,1,12,14
1984,3949,1,1,1,7
3354,3388,1,1,1,28
124,124,3,2,31,7
1974,1932,3,1,42,7
590,187,1,1,1,56
616,2037,1,1,1,28
3951,1396,1,1,1,14
438,215,1,1,1,28
3201,3179,3,1,11,28
1104,683,1,1,1,28
1000,1000,3,1,40,7
77,111,1,1,1,28
468,468,3,1,36,14
2052,2025,3,1,9,28
205,77,1,1,1,7
606,146,1,1,1,7
1073,1036,3,2,37,7
2769,2730,3,1,39,14
1435,362,1,1,1,28
242,352,1,2,2,56
2989,503,1,1,1,56
390,390,3,2,30,14
3354,3354,3,1,26,7
180,176,3,1,2,112
189,182,3,2,7,28
14,20,1,1,1,14
1917,1890,3,2,9,28
105,98,3,1,7,14
68,74,3,2,2,112
3966,2110,1,1,1,7
1051,234,1,1,1,14
171,192,3,2,3,56
569,157,1,1,1,14
125,125,3,2,25,7
65,82,1,1,1,28
1755,1742,3,1,13,14
287,952,1,1,1,7
69,44,1,1,1,56
754,975,1,1,13,7
2920,2880,3,1,40,14
150,150,3,2,15,7
880,880,3,1,11,14
63,53,1,2,1,112
910,910,3,2,35,14
1251,554,1,1,1,7
3192,3150,3,2,42,14
1624,1596,3,2,28,14
1264,1195,1,1,1,28
1320,1320,3,1,30,14
332,448,1,2,4,28
1632,1632,3,2,32,14
2472,3781,1,1,1,14
779,1066,3,2,41,14
2002,2023,3,1,7,112
759,748,3,2,11,14
32,37,3,1,1,112
225,245,1,2,1,112
1921,1921,3,1,17,14
3094,3094,3,2,26,7
120,105,3,1,15,7
575,550,3,2,5,112
34,32,3,2,2,112
113,55,1,1,1,56
624,720,3,2,16,14
3510,3495,3,2,15,14
450,420,3,1,30,14
318,1107,1,1,1,28
3108,3066,3,1,42,7
600,686,3,1,1,112
733,1418,1,1,1,28
7,16,1,1,1,112
118,112,3,2,2,112
111,372,1,1,1,7
856,1942,1,1,1,56
1621,1322,1,1,1,7
1260,1250,3,2,10,28
3333,3422,1,1,1,14
231,94,1,1,1,14
443,314,1,1,1,28
563,1167,1,1,1,56
1101,205,1,1,1,7
90,72,3,1,18,7
194,284,1,2,2,56
218,89,1,1,1,56
48,48,3,2,8,14
284,380,1,2,2,56
30,80,1,1,1,7
669,222,1,1,1,56
882,858,3,2,6,56
24,21,1,1,1,7
828,313,1,1,1,14
676,128,1,1,1,7
68,185,1,2,1,56
84,96,3,1,12,7
177,300,1,2,1,56
1760,1720,3,1,40,14
229,65,1,1,1,7
784,800,1,1,1,7
35,47,1,1,1,14
630,630,3,1,35,14
29,80,1,2,1,112
5,7,1,1,1,14
213,153,3,1,3,56
326,166,1,1,1,112
2670,2655,3,2,15,14
70,64,3,2,2,112
350,417,1,1,1,56
96,88,3,2,8,14
630,1046,1,1,1,14
1349,1349,3,1,19,14
309,101,1,1,1,28
267,315,1,1,1,7
67,84,1,1,1,28
58,64,3,2,2,28
1597,326,1,1,1,14
2706,2665,3,1,41,14
140,126,3,2,14,14
3900,3870,3,1,30,7
69,52,1,1,1,28
227,766,1,1,1,28
812,735,3,1,7,28
160,160,3,1,4,28
2868,2844,3,1,12,28
3,5,1,1,1,112
81,105,1,1,1,56
432,396,3,1,36,14
838,855,1,1,1,7
110,96,3,2,2,112
460,1740,1,1,1,14
105,105,3,2,21,7
71,86,1,1,1,56
920,2518,1,1,1,14
3,7,1,1,1,112
215,122,1,1,1,112
224,210,3,1,14,14
2108,2108,3,1,34,14
3060,3060,3,2,36,7
1248,220,1,1,1,7
290,290,3,2,29,7
44,40,1,1,1,7
103,285,1,1,1,14
148,438,1,1,1,56
3210,3210,3,2,30,7
3216,3227,1,1,1,28
741,205,1,1,1,28
135,449,1,1,1,56
1806,1764,3,1,42,7
3736,962,1,1,1,7
980,2950,1,1,10,7
73,65,1,1,1,112
2536,2363,1,1,1,28
161,243,1,1,1,112
125,412,1,1,1,7
150,145,3,1,5,28
314,128,1,1,1,7
33,30,3,2,3,56
188,136,3,1,4,28
3508,3378,1,1,1,7
742,721,3,2,7,28
720,736,3,2,16,14
768,768,3,1,32,14
2161,1834,1,1,1,56
1864,605,1,1,1,7
24,34,1,1,1,112
1179,1037,1,1,1,14
1638,1638,3,2,39,7
59,33,1,1,1,56
1591,1554,3,2,37,14
1562,1540,3,2,22,14
29,32,1,1,1,112
3614,3614,3,2,26,7
3154,2805,1,1,1,7
48,39,1,1,1,14
372,372,3,1,12,14
920,235,1,1,1,14
3187,3155,1,1,1,7
1113,1078,3,1,7,28
98,73,1,1,1,28
123,120,3,2,3,56
99,96,3,1,3,56
969,969,3,1,19,14
122,122,3,2,2,112
402,375,3,2,3,112
340,332,1,1,1,28
1375,1375,3,2,25,7
2053,1865,1,1,1,28
3747,3736,1,1,1,14
166,252,1,2,1,112
1485,1452,3,1,33,14
851,2773,1,1,1,7
3278,862,1,1,1,56
864,864,3,1,16,14
368,368,3,1,16,14
1852,1887,1,1,1,7
1623,407,1,1,1,56
3150,3016,1,1,1,7
3395,3395,3,2,35,7
650,160,1,1,1,7
554,3193,1,1,1,7
7,29,1,1,1,56
406,1671,1,1,1,14
37,96,1,1,1,112
550,154,1,1,1,28
3863,1063,1,1,1,14
2455,515,1,1,1,7
936,928,3,1,8,28
308,308,3,1,28,14
570,560,3,2,5,56
3869,3856,1,1,1,14
1254,1216,3,2,38,14
12,20,1,1,1,112
1638,1617,3,1,21,14
3444,3403,3,2,41,14
189,686,1,1,1,28
1247,1009,1,1,1,56
1105,1105,3,2,17,14
44,39,3,1,1,112
2184,2152,3,1,8,56
1222,1096,1,1,1,28
2568,2447,1,1,1,7
2331,380,1,1,1,7
43,52,1,1,1,112
630,630,3,2,35,14
504,420,3,1,14,14
4,7,1,1,1,112
4,7,3,1,1,112
917,3234,1,1,7,7
2291,2291,3,2,29,7
762,756,3,1,6,28
2604,3402,3,1,42,7
2318,2280,3,1,38,14
112,184,1,2,1,112
10,15,1,1,1,14
78,62,1,1,1,56
2725,599,1,1,1,7
811,349,1,1,1,7
475,470,3,2,5,56
910,896,3,1,14,14
1005,1055,3,1,5,112
847,820,1,1,1,56
1450,1313,1,1,1,14
180,60,1,1,1,7
21,23,1,1,1,28
3822,3948,3,2,42,7
899,928,3,2,29,7
1915,437,1,1,1,28
3944,3944,3,2,29,7
3953,1414,1,1,1,14
435,455,1,1,5,28
1200,1184,3,1,16,14
836,836,3,2,22,7
2928,798,1,1,1,56
2508,2475,3,1,11,28
127,203,1,2,1,112
1506,1309,1,1,1,28
25,31,1,1,1,112
1313,493,1,1,1,7
1470,1458,3,1,6,56
3846,1047,1,1,1,7
950,940,3,1,10,14
225,288,1,2,3,28
962,962,3,1,37,14
1124,240,1,1,1,7
106,156,1,2,1,56
2340,2301,3,2,39,14
1882,433,1,1,1,28
232,264,3,1,4,28
84,81,3,2,3,56
1476,1440,3,1,36,14
1612,1599,3,1,13,14
1958,1925,3,1,11,28
722,209,1,1,1,7
1379,1344,3,1,7,56
290,216,1,1,1,56
1286,1228,1,1,1,14
2023,473,1,1,1,14
2575,2575,3,1,25,7
274,327,1,2,1,112
46,223,1,1,1,56
96,140,1,2,1,112
378,378,3,1,18,14
328,328,3,2,8,28
2616,2616,3,2,24,7
22,20,3,2,2,112
2515,3663,1,1,1,14
9,21,1,1,1,112
3360,3247,1,1,1,7
410,1062,1,1,1,14
2560,2528,3,1,32,14
804,792,3,1,6,56
2192,528,1,1,1,28
1815,1782,3,2,33,14
330,1067,1,1,1,14
112,70,1,1,1,56
283,109,1,1,1,28
90,139,1,2,1,56
165,160,3,1,5,56
3560,3520,3,2,40,7
276,178,1,1,1,7
672,672,3,1,24,14
149,158,1,1,1,56
684,684,3,1,12,14
1061,891,1,1,1,7
826,332,1,1,1,28
17,40,1,1,1,14
1480,256,1,1,1,7
76,93,1,1,1,7
21,29,1,1,1,14
3939,3939,3,1,39,7
6,11,3,1,1,112
30,101,1,2,1,112
2581,2525,1,1,1,7
174,189,3,1,3,28
88,78,3,1,2,112
84,64,1,1,1,7
181,303,1,2,1,56
2518,472,1,1,1,28
1537,1508,3,1,29,14
1404,1380,3,1,12,14
80,202,1,1,1,7
86,50,1,1,1,56
990,990,3,2,33,7
307,359,1,1,1,112
261,261,3,1,29,14
1937,2586,1,1,1,7
540,540,3,1,15,14
1050,1020,3,1,30,14
2360,3804,1,1,2,14
11,10,3,2,1,112
1744,1851,1,1,1,7
1313,1300,3,1,13,14
1597,347,1,1,1,56
61,101,1,2,1,112
171,92,1,1,1,56
1860,1845,3,2,15,14
298,119,1,1,1,56
111,73,1,1,1,112
2484,2448,3,2,36,7
9,20,1,1,1,112
64,64,3,2,4,28
2448,2056,3,2,4,28
44,46,1,1,1,112
1511,307,1,1,1,14
606,258,1,1,1,14
60,60,3,2,2,112
72,163,1,2,1,112
2168,448,1,1,1,14
1701,1674,3,1,27,14
35,188,1,1,1,112
1023,2413,1,1,1,7
208,560,1,1,1,28
297,297,3,2,27,7
747,225,1,1,1,28
214,1166,1,1,1,14
2556,3760,1,1,1,7
732,732,3,1,12,14
945,910,3,1,35,14
234,310,1,1,2,28
15,90,1,1,1,56
300,300,3,1,30,14
2244,2210,3,1,34,14
1045,1034,3,1,11,14
1759,1509,1,1,1,28
212,296,1,2,2,56
1369,1369,3,1,37,14
720,246,1,1,1,14
3436,799,1,1,1,14
239,211,1,1,1,7
773,329,1,1,1,56
156,156,3,1,13,14
2698,2698,3,1,19,14
104,100,3,2,4,56
60,60,3,1,3,56
1207,232,1,1,1,7
3465,3465,3,1,35,7
3888,3898,1,1,1,7
599,549,1,1,1,112
3432,3432,3,1,39,7
1425,1410,3,2,15,14
147,140,3,1,7,14
3257,2152,1,1,1,7
535,530,3,1,5,56
29,38,1,1,1,112
8,12,1,1,1,7
1030,1137,1,1,1,7
1932,1908,3,2,12,14
3800,1422,1,1,1,28
2120,2080,3,1,40,14
49,61,1,1,1,56
500,490,3,2,10,14
1476,1476,3,2,18,14
596,318,1,1,2,14
936,827,1,1,1,7
27,52,1,1,1,56
105,100,3,1,5,28
3234,3192,3,1,42,14
2432,2394,3,2,38,14
259,259,3,1,37,7
3003,3003,3,2,21,14
29,91,1,2,1,112
66,60,3,2,6,28
3748,1030,1,1,1,7
9,50,1,1,1,56
45,38,1,1,1,112
1187,1108,1,1,1,56
3090,3075,3,2,15,14
468,1299,1,1,1,56
309,309,3,1,3,112
2640,2640,3,1,33,14
3234,3212,3,2,22,14
832,819,3,2,13,14
3498,907,1,1,1,28
820,820,3,1,20,14
859,963,1,1,1,7
435,651,3,2,3,28
232,232,3,2,4,56
752,1648,1,1,4,7
2781,2510,1,1,1,7
47,124,1,1,1,14
128,255,1,2,1,56
3618,3780,3,1,27,14
264,354,3,2,3,28
77,175,1,2,1,112
1512,1512,3,2,36,14
3960,3960,3,2,40,7
188,310,1,2,2,56
2560,2520,3,1,40,14
784,784,3,1,16,14
903,882,3,2,21,14
660,202,1,1,1,56
259,708,1,1,1,56
1260,234,1,1,1,7
732,233,1,1,1,56
389,291,1,1,1,112
335,567,1,1,1,56
2867,2737,1,1,1,28
186,261,1,1,1,28
209,126,1,1,1,112
17,18,3,1,1,56
767,767,3,1,13,14
136,136,3,2,4,56
320,85,1,1,1,7
20,19,3,2,1,112
63,63,3,2,9,7
221,70,1,1,1,7
801,155,1,1,1,7
2353,2340,3,1,13,14
1911,1911,3,1,21,7
104,96,3,2,4,56
256,352,1,2,2,56
1616,1517,1,1,1,7
399,399,3,1,19,14
1184,1168,3,2,8,28
863,789,1,1,1,28
375,365,3,1,5,56
90,252,1,1,1,56
264,285,1,1,1,28
2583,2542,3,2,41,7
1566,1539,3,1,27,14
176,176,3,2,8,14
1040,1025,3,1,5,56
1135,1041,1,1,1,14
3,14,1,1,1,112
1287,1248,3,2,39,7
4,8,1,1,1,112
2965,533,1,1,1,28
798,760,3,2,38,7
2459,2320,1,1,1,7
2379,2269,1,1,1,7
459,438,3,2,3,112
39,122,1,1,1,56
196,182,3,1,14,14
105,69,1,1,1,56
3269,752,1,1,1,7
1096,244,1,1,1,7
258,258,3,2,3,112
155,150,3,2,5,28
950,3509,1,1,1,7
306,297,3,1,9,14
177,278,1,2,1,112
511,2649,1,1,1,7
3955,3955,3,2,35,7
330,123,1,1,1,28
515,625,1,2,5,14
3956,3938,1,1,1,14
2827,1667,1,1,1,7
532,336,1,1,1,56
175,124,1,1,1,14
67,188,1,1,1,56
3799,3799,3,1,29,14
97,222,1,2,1,56
238,775,1,1,1,56
2120,441,1,1,1,7
244,324,1,2,2,56
68,41,1,1,1,7
384,384,3,1,16,14
324,360,1,1,3,28
1659,1659,3,2,21,7
2075,457,1,1,1,14
1224,1215,3,1,9,28
582,1728,1,1,1,112
4,8,1,1,1,112
600,130,1,1,1,7
3780,3765,3,1,15,28
25,31,3,2,1,56
76,66,1,1,1,56
756,756,3,2,14,14
670,670,3,1,10,14
160,160,3,1,10,14
193,94,1,1,1,28
3900,3900,3,2,39,7
174,168,3,2,6,28
40,31,1,1,1,14
832,832,3,1,32,14
2530,2508,3,1,22,7
160,140,3,1,20,7
2237,1417,1,1,1,7
3978,3978,3,1,39,7
52,78,3,2,1,112
488,440,3,2,4,112
1551,666,1,1,3,14
3803,2854,1,1,1,28
168,164,3,1,4,56
949,1147,1,1,1,7
22,16,1,1,1,7
972,337,1,1,1,112
19,29,1,1,1,112
97,58,1,1,1,28
14,16,3,1,1,28
12,20,1,1,1,112
495,506,3,2,11,14
230,218,1,1,2,28
648,464,3,1,8,14
1747,1568,1,1,1,28
1066,1040,3,1,26,14
3780,3738,3,2,42,14
1296,1280,3,2,8,28
696,696,3,1,12,14
195,87,1,1,1,56
80,49,1,1,1,14
138,123,3,1,3,112
741,729,1,1,1,14
12,45,1,2,1,112
37,48,3,1,1,56
899,870,3,2,29,7
39,43,1,1,1,112
2340,2320,3,2,20,14
629,629,3,2,17,14
3857,3838,3,1,19,14
440,480,3,2,4,56
304,1070,1,1,1,14
1052,1118,1,1,1,7
4,11,1,1,1,112
75,75,3,1,15,7
145,142,1,1,1,7
2778,584,1,1,1,28
2908,3964,1,1,2,14
50,146,1,1,1,28
1260,324,1,1,1,28
2460,498,1,1,1,28
131,741,1,1,1,14
969,952,3,2,17,14
294,114,1,2,1,56
348,584,1,1,2,14
210,200,3,2,10,14
1393,1372,3,1,7,56
742,735,3,1,7,28
3441,3441,3,1,31,7
1306,3800,1,1,1,14
3896,3905,1,1,1,7
366,414,1,1,6,14
298,96,1,1,1,7
840,854,3,2,14,14
2912,2898,3,1,14,14
182,182,3,2,7,28
331,330,1,1,1,7
356,168,3,1,2,56
940,3919,1,1,1,14
884,273,1,1,1,56
66,147,1,2,1,112
1225,201,1,1,1,7
82,422,1,1,1,56
340,335,3,1,5,56
735,238,1,1,1,56
103,71,1,1,1,28
375,572,1,1,1,14
1656,1620,3,1,36,14
3456,3432,3,2,12,28
272,562,1,1,1,56
329,370,1,1,1,7
37,231,1,1,1,56
726,726,3,2,22,14
506,506,3,2,23,14
910,910,3,2,13,14
37,56,1,1,1,112
26,38,3,1,1,112
14,35,1,1,1,112
1767,1631,1,1,1,7
339,370,1,1,1,7
3811,3663,3,1,37,7
204,204,3,1,12,14
1179,327,1,1,1,28
48,48,3,1,2,112
198,180,3,1,18,14
320,288,3,2,32,7
600,595,3,1,5,56
273,121,1,1,1,56
19,20,1,1,1,14
210,205,3,2,5,56
1494,315,1,1,1,7
851,838,1,1,1,56
1676,384,1,1,1,14
2289,1223,1,1,1,14
68,185,1,2,1,56
112,112,3,2,14,7
180,102,1,1,1,112
432,612,3,2,6,14
418,418,3,1,38,7
2829,2788,3,1,41,14
2403,2358,3,2,9,28
29,75,1,1,1,112
1080,1080,3,2,18,14
2100,2100,3,2,20,7
882,861,3,1,21,14
699,634,1,1,1,28
3803,870,1,1,1,14
552,552,3,2,24,14
146,272,1,2,1,56
75,72,3,2,3,112
1701,1674,3,2,27,14
1924,1856,1,1,1,7
123,137,1,1,1,112
2428,2050,1,1,1,7
220,268,1,2,2,56
90,481,1,1,1,112
3408,3384,3,1,24,7
983,296,1,1,1,56
499,477,1,1,1,56
2255,2214,3,1,41,14
3840,3816,3,2,24,14
122,303,1,1,1,56
51,245,1,1,1,56
615,590,1,2,1,56
5,9,1,1,1,56
3845,3789,1,1,1,7
1077,284,1,1,1,14
1256,424,1,1,1,56
3,4,1,1,1,56
1075,1062,1,1,1,28
1722,1681,3,1,41,14
2920,2880,3,1,40,7
1654,1479,1,1,1,7
115,74,1,1,1,56
429,429,3,2,39,7
2330,2300,3,1,10,28
203,412,1,1,1,56
46,54,1,1,1,112
3967,2436,1,1,1,56
152,148,3,2,4,56
2084,610,1,1,1,56
1026,1026,3,1,27,14
2318,2318,3,2,38,14
861,861,3,1,41,7
242,220,3,1,22,14
3424,3392,1,1,2,7
1480,1470,3,2,10,28
1039,1847,1,1,1,14
2809,603,1,1,1,7
3967,3431,1,1,1,28
1800,1791,3,2,9,28
476,507,1,1,1,7
675,625,1,1,1,7
449,898,1,1,1,56
770,223,1,1,1,28
176,176,3,1,16,14
9,27,1,1,1,112
94,259,1,1,1,7
875,938,1,1,1,7
260,260,3,1,10,14
8,18,3,1,1,112
98,76,1,1,1,112
1332,287,1,1,1,7
2604,2520,3,1,42,14
430,1162,1,1,1,14
3828,3828,3,2,29,7
3190,3190,3,2,22,14
266,327,1,1,1,7
13,20,1,1,1,7
3410,3388,3,2,11,28
2220,2190,3,2,30,14
507,468,3,1,39,7
979,3347,1,1,1,7
88,298,1,1,1,112
3682,1590,1,1,1,7
1312,1144,3,1,8,28
92,519,1,1,1,56
360,355,3,1,5,112
10,10,3,2,1,112
536,603,1,1,1,14
2436,2016,3,1,42,14
130,117,3,2,13,14
3,5,3,1,1,112
3502,747,1,1,1,28
8,16,1,1,1,112
1404,1365,3,1,39,14
60,57,3,2,3,56
2204,2204,3,2,38,14
164,212,1,2,1,112
37,34,1,1,1,112
10,10,3,2,1,112
33,30,3,2,3,112
1836,1802,3,2,34,14
1286,1236,1,1,1,7
8,15,3,1,1,112
324,417,1,2,3,56
1685,1540,1,1,1,7
1159,810,1,1,1,56
107,128,1,1,1,14
3237,3237,3,2,39,7
35,97,1,2,1,112
1209,1209,3,2,39,14
1320,1320,3,1,22,14
1152,1116,3,2,36,14
998,192,1,1,1,7
206,626,1,1,1,14
390,384,3,1,6,28
7,10,1,1,1,14
627,627,3,1,33,14
315,1488,1,1,1,14
130,337,1,1,1,7
230,860,1,1,1,28
1602,1593,3,2,9,28
299,141,1,1,1,56
904,285,1,1,1,56
3755,806,1,1,1,14
509,1932,1,1,1,28
275,264,3,1,11,14
1476,1582,1,1,1,7
1785,1785,3,1,17,14
1122,1088,3,1,34,14
80,120,1,1,1,7
2334,504,1,1,1,7
400,400,3,1,40,7
3536,686,1,1,1,14
384,1432,1,1,1,56
64,253,1,1,1,7
2304,521,1,1,1,14
3181,1075,1,1,1,7
111,427,1,1,1,56
78,78,3,2,6,14
392,909,1,1,1,14
439,143,1,1,1,14
190,88,1,1,1,56
533,492,3,1,41,7
759,759,3,2,33,14
2610,521,1,1,1,56
168,168,3,1,28,7
2080,2040,3,1,40,14
2280,2265,3,1,15,14
48,76,1,1,1,56
545,545,3,2,5,56
220,228,3,2,4,56
29,40,1,1,1,14
3559,3515,1,1,1,7
45,59,1,1,1,14
1258,1258,3,2,37,14
28,74,1,1,1,14
35,44,1,2,1,112
679,545,1,1,1,28
546,546,3,1,26,14
156,242,1,2,1,112
12,23,1,1,1,7
81,191,1,1,1,56
3937,1454,1,1,1,14
531,550,1,1,1,28
1866,445,1,1,1,28
475,504,1,1,1,7
3210,3120,3,1,10,56
992,961,3,2,31,14
117,248,1,2,1,56
2118,1893,1,1,1,14
2948,2948,3,2,22,7
162,287,1,2,1,56
2404,3075,1,1,1,7
2692,2550,1,1,1,14
2968,2628,1,1,1,7
646,646,3,1,34,14
2528,2528,3,2,32,7
412,1066,1,1,1,28
3451,3422,3,1,29,7
3540,3510,3,1,15,28
63,49,1,1,1,28
219,979,1,1,1,7
122,201,1,1,1,56
1929,1654,1,1,1,14
1974,1932,3,1,42,7
932,282,1,1,1,56
1024,992,3,2,32,14
2147,501,1,1,1,28
52,71,1,1,1,56
475,475,3,2,25,14
1479,428,1,1,1,56
81,185,1,1,1,14
831,237,1,1,1,28
184,184,3,1,23,7
3564,3564,3,2,36,7
1718,1881,1,1,1,7
215,1159,1,1,1,7
3140,3083,1,1,1,28
378,378,3,1,18,14
3181,676,1,1,1,7
313,248,1,1,1,28
2380,2380,3,2,28,7
138,132,3,2,3,112
4,7,3,1,1,112
325,193,1,1,1,7
2184,2184,3,1,26,7
70,168,1,1,1,14
2254,2254,3,2,23,7
2310,2282,3,2,14,14
1936,1936,3,1,22,7
663,663,3,2,17,14
494,494,3,2,13,14
894,759,1,1,1,14
3108,3108,3,2,42,7
2132,2091,3,2,41,14
873,873,3,2,9,28
162,90,1,1,1,112
